P_SUID,PARTY,CHNG_A,CHNG_B,CHNG_C,DIVRELPOP,DIVRACPOP,POORASSIST,CLIM1A,SCIMPACT,RELIMPACT,RACECMB,INC_SDT1,EDUCREC,EMPLSIT,USGEN,CURREL
11663260,1,3,1,1,2,2,2,3,2,2,1,5,4,2,3,10010
11663280,1,2,1,1,3,1,1,77,2,3,1,3,1,3,3,50000
11663360,3,1,1,3,3,3,3,77,3,3,1,4,3,1,3,10010
11663370,1,3,1,2,1,1,2,77,3,2,1,4,3,3,3,10010
11663380,1,2,1,2,1,1,3,3,3,2,5,6,3,1,1,10010
11663420,3,3,1,3,3,3,3,77,3,2,2,3,2,1,3,10010
11663700,2,1,1,1,1,1,3,1,2,3,3,8,4,5,2,90010
11663710,3,2,2,2,3,3,2,3,3,3,1,6,3,1,3,100000
11663780,3,2,3,1,1,1,3,1,2,2,1,7,2,1,3,10010
11663830,1,2,2,2,1,1,2,2,3,2,1,8,3,1,3,10010
11663850,2,1,1,3,1,1,2,1,2,2,2,4,2,1,3,10010
11663880,1,2,2,2,2,1,2,3,3,2,1,5,4,1,3,10010
11663900,3,1,1,1,2,2,1,2,3,1,2,3,4,2,1,50000
11663960,3,2,1,1,1,1,1,77,3,2,1,6,4,1,1,10010
11664000,4,2,1,2,1,1,3,2,3,3,1,8,3,2,3,10010
11664010,1,2,1,2,1,1,1,77,2,2,1,4,3,5,1,10010
11664040,1,2,1,2,3,3,1,1,1,3,1,5,2,2,3,100000
11664230,2,3,1,1,1,1,1,1,2,3,1,8,3,1,3,100000
11664300,1,2,2,2,1,1,2,2,3,2,1,8,2,1,3,10010
11664410,3,2,1,1,1,1,1,2,2,2,1,7,2,1,3,10010
11664590,2,3,1,1,1,1,1,1,2,1,1,6,3,1,3,10010
11664660,1,2,1,3,1,1,2,77,3,2,1,1,2,1,3,10010
11664690,1,3,1,2,3,3,2,3,1,3,1,4,2,1,3,10010
11664770,2,2,1,1,1,1,2,1,2,2,3,4,3,5,3,10010
11664780,4,1,1,1,1,1,1,1,2,1,1,3,2,1,3,100000
11664810,2,1,1,1,1,1,1,1,3,1,3,8,4,1,2,60000
11664880,1,2,1,1,1,1,2,77,3,3,1,8,4,1,3,10010
11664930,2,1,1,1,1,1,1,1,2,3,4,1,4,3,3,90010
11664940,2,2,1,2,3,3,1,77,2,3,2,1,1,1,3,10010
11664950,2,1,1,2,3,1,1,2,2,3,3,1,4,1,1,10010
11665010,1,2,1,1,1,1,2,77,3,3,1,5,2,1,3,10010
11665050,3,2,1,3,1,1,2,1,2,1,1,6,2,1,3,100000
11665140,3,2,1,1,1,1,1,1,2,2,1,4,3,1,3,10010
11665210,1,3,3,2,3,1,1,3,3,3,2,1,1,2,3,100000
11665270,1,2,3,1,3,3,2,2,2,2,1,6,3,1,3,10010
11665400,2,1,1,1,1,1,1,1,2,2,1,6,4,1,3,10010
11665460,1,2,2,2,2,1,2,3,2,2,1,7,4,2,3,10010
11665490,1,2,2,2,2,1,1,3,3,2,1,4,2,1,1,10010
11665500,3,3,1,1,1,1,2,77,2,3,1,4,3,1,3,100000
11665510,3,1,1,1,3,1,1,1,2,1,1,8,4,1,1,100000
11665600,3,2,3,3,3,1,1,2,3,3,2,1,1,1,1,100000
11665620,1,2,1,2,3,3,1,2,3,3,1,2,1,3,3,100000
11665630,1,2,1,2,1,1,1,2,2,2,1,5,3,1,3,10010
11665690,1,3,1,1,3,3,3,3,3,3,1,4,1,1,3,100000
11665710,2,1,1,1,1,1,1,1,2,1,1,6,2,5,1,100000
11665780,3,1,1,1,3,3,2,1,2,1,1,7,2,3,3,100000
11665840,3,3,1,3,2,1,1,1,2,2,1,5,2,2,3,10010
11665910,4,3,3,3,3,3,3,1,3,3,2,1,1,3,3,100000
11665930,3,1,1,1,1,1,3,1,2,1,1,4,3,2,3,100000
11665940,1,2,3,3,3,3,3,2,3,3,1,3,2,5,3,10010
11665960,3,2,3,3,3,3,1,77,3,3,1,1,1,5,3,10010
11666050,2,1,1,1,1,1,1,1,2,1,5,8,4,1,1,10010
11666180,1,2,2,2,1,1,2,2,3,2,1,8,3,5,3,10010
11666240,3,2,3,2,3,3,3,2,3,3,1,4,3,4,3,10010
11666260,1,1,1,1,1,1,3,1,2,3,1,8,4,2,2,10010
11666310,4,2,3,2,3,3,1,77,3,2,1,1,1,4,3,10010
11666430,1,2,2,1,1,1,2,2,2,2,1,4,2,1,3,100000
11666460,2,1,1,1,1,1,1,1,2,3,1,5,4,5,1,10010
11666520,3,1,1,1,1,1,1,2,2,2,1,2,2,5,2,10010
11666780,1,2,2,2,1,1,2,3,1,2,1,5,3,1,3,10010
11666880,3,3,1,1,3,1,1,77,2,2,2,1,2,5,3,10010
11666960,1,2,1,3,1,1,2,2,2,1,1,8,3,5,3,100000
11666980,1,3,3,3,3,3,1,77,3,3,4,1,2,4,3,100000
11667050,1,2,1,2,3,3,2,1,3,3,1,8,2,1,3,100000
11667080,4,1,1,1,1,1,1,1,2,3,1,2,2,5,3,100000
11667140,4,3,3,3,1,1,3,1,2,1,2,4,1,3,1,10010
11667150,2,3,1,1,1,1,3,1,2,3,1,7,3,3,3,100000
11667200,1,2,1,2,1,1,2,2,2,2,1,7,4,5,3,10010
11667250,3,1,1,1,3,1,1,1,2,1,1,7,2,1,1,10010
11667280,4,1,1,2,2,1,1,1,3,2,5,1,2,1,1,100000
11667370,1,2,3,2,1,3,2,2,2,2,1,4,2,5,3,10010
11667390,3,1,1,3,2,3,1,77,3,3,1,5,4,1,3,10010
11667460,1,2,1,2,1,1,2,2,2,2,1,8,3,1,3,10010
11667510,2,3,1,1,1,1,3,1,2,3,3,1,4,1,1,80000
11667630,1,2,2,2,3,1,3,77,3,3,1,6,2,5,3,10010
11667650,1,1,1,1,1,1,1,1,2,1,1,8,3,1,3,10010
11667740,3,3,2,2,1,1,3,2,3,1,1,1,4,5,3,10010
11667910,3,2,2,2,2,1,2,2,1,2,1,5,2,5,3,10010
11667980,2,1,2,1,1,1,1,1,3,3,2,1,1,1,3,100000
11668010,3,2,1,2,2,3,2,2,3,2,1,1,2,5,3,10010
11668110,3,3,1,1,3,1,2,1,2,2,1,4,4,1,3,10010
11668170,2,1,1,1,1,1,1,1,2,1,2,8,4,1,3,10010
11668260,3,2,1,2,3,3,2,3,3,2,1,4,2,1,3,10010
11668300,2,1,1,1,1,1,1,1,2,3,3,7,4,1,2,100000
11668370,2,1,1,1,3,1,1,1,3,3,1,7,2,3,3,90010
11668380,1,1,1,2,1,1,3,2,2,2,1,5,4,4,3,10010
11668410,4,2,1,1,1,1,2,1,1,1,5,2,1,3,1,10010
11668420,2,3,3,3,3,3,1,3,3,3,1,1,2,1,3,10010
11668440,4,2,1,2,3,3,1,1,3,3,4,1,2,3,2,100000
11668450,2,1,1,1,1,1,3,1,2,1,1,5,3,1,3,10010
11668500,2,2,3,2,3,3,3,77,3,2,1,1,1,5,1,10010
11668510,3,1,1,1,1,1,1,1,2,3,3,8,4,5,1,10010
11668570,1,1,1,1,2,2,2,77,2,1,1,5,3,1,2,100000
11668620,2,3,1,1,3,1,3,1,2,1,1,4,1,1,3,100000
11668810,1,2,2,2,1,3,2,3,2,2,1,6,2,3,3,10010
11668840,3,2,1,3,2,3,1,1,2,2,1,4,4,1,3,90010
11668850,3,1,1,1,1,1,1,1,2,3,1,6,4,5,3,10010
11668970,4,3,1,2,2,1,2,77,3,2,1,3,2,1,3,10010
11669040,2,1,1,1,1,1,1,1,2,3,1,8,3,5,3,10010
11669250,2,2,1,2,1,1,2,1,3,2,1,4,1,5,2,10010
11669450,3,3,2,2,2,1,1,1,2,2,1,4,3,2,3,10010
11669540,3,2,3,1,2,1,1,3,3,3,1,4,2,1,3,100000
11669650,4,3,3,2,3,1,3,77,2,2,1,4,2,3,3,20000
11669660,2,2,3,1,1,1,2,2,2,3,1,5,2,5,3,10010
11669700,2,2,1,2,1,1,1,1,2,3,1,8,4,1,3,10010
11669740,2,3,1,1,1,1,1,1,2,2,1,6,3,3,3,50000
11669750,2,1,1,1,1,1,1,1,3,3,1,4,4,1,3,10010
11669780,2,3,1,3,3,1,2,3,2,2,5,1,2,1,2,10010
11669830,1,2,1,3,1,2,1,2,3,2,1,2,2,1,1,10010
11669890,1,2,2,2,3,3,2,2,2,2,1,7,4,1,3,10010
11669910,3,3,3,2,2,3,2,2,2,2,4,2,2,1,1,10010
11669940,2,1,1,1,1,1,1,1,2,1,1,8,3,1,3,100000
11669980,2,1,1,3,1,1,1,2,3,2,1,8,3,1,1,10010
11669990,1,3,1,1,3,1,1,2,2,2,2,2,1,2,3,10010
11670000,3,3,1,1,1,1,1,77,3,3,2,5,1,3,3,10010
11670310,4,3,3,3,1,1,1,77,2,1,1,5,2,1,3,90010
11670340,2,1,1,1,1,1,1,1,2,1,1,8,3,1,3,100000
11670420,4,2,1,2,3,2,3,77,3,3,1,1,1,4,3,10010
11670500,3,2,2,2,2,1,2,2,2,2,4,7,4,1,3,10010
11670530,1,2,1,2,1,1,2,2,3,3,1,8,2,2,3,10010
11670650,1,2,2,2,2,1,2,3,2,2,1,5,4,3,3,10010
11670740,3,1,1,3,1,1,1,77,3,1,2,1,3,1,3,100000
11670810,1,2,2,2,1,1,3,2,3,2,1,4,1,5,3,10010
11670890,4,1,2,3,1,3,2,77,3,3,1,1,1,2,3,100000
11670940,1,2,1,2,1,1,2,2,2,2,1,6,3,5,3,10010
11670950,1,2,3,2,3,3,2,2,3,2,4,8,4,5,3,10010
11670970,1,1,1,1,1,1,1,77,3,3,2,2,1,5,3,10010
11671030,1,2,1,2,2,2,2,3,2,2,1,5,2,1,3,10010
11671080,3,1,2,3,2,1,3,1,2,3,1,2,3,5,2,10010
11671090,2,1,1,1,1,1,1,1,2,1,1,6,4,5,3,100000
11671130,2,1,1,1,1,1,3,1,2,2,2,7,4,1,3,10010
11671230,2,3,2,2,1,1,1,1,2,2,1,1,2,3,3,10010
11671320,2,1,1,2,1,1,2,1,2,1,3,8,4,1,2,100000
11671460,3,1,3,3,3,1,3,2,2,2,1,1,2,2,2,10010
11671590,2,1,1,1,1,1,3,1,2,3,1,6,2,1,1,100000
11671620,2,1,1,1,1,1,1,1,2,1,1,8,4,1,3,100000
11671810,1,1,1,1,3,1,3,2,2,2,1,8,4,1,3,10010
11671820,2,1,1,1,1,1,1,1,2,1,1,3,3,1,3,100000
11671860,2,1,1,1,1,1,1,1,2,1,1,8,4,1,3,10010
11671960,3,1,1,1,1,1,1,77,2,3,1,5,4,1,3,10010
11672030,1,3,3,2,1,1,3,77,2,2,1,5,3,5,3,10010
11672110,1,1,1,3,1,1,3,1,2,3,1,5,3,2,3,10010
11672130,1,2,1,3,1,1,2,1,2,3,1,8,2,1,3,10010
11672220,3,3,1,1,1,1,1,1,2,1,1,8,2,1,3,100000
11672250,2,1,1,1,3,1,1,2,2,2,1,4,2,1,3,10010
11672360,3,2,3,2,1,1,3,77,3,2,3,5,3,1,1,100000
11672490,2,1,3,2,1,1,1,1,2,1,1,5,2,5,3,70000
11672560,3,2,1,3,1,1,1,1,2,3,1,3,4,5,3,10010
11672710,1,2,2,2,2,3,2,77,3,2,1,7,3,5,3,10010
11672730,2,2,1,2,1,1,3,1,2,2,2,4,1,5,3,10010
11672800,3,3,1,3,1,1,3,1,3,3,2,2,1,2,1,100000
11672840,2,2,1,1,1,1,3,1,2,3,1,8,4,1,3,10010
11672850,2,3,1,1,1,1,1,1,2,1,1,8,4,1,2,10010
11672860,1,3,1,2,2,1,1,3,2,2,4,3,2,3,3,10010
11672880,1,2,1,2,1,3,1,3,3,3,1,7,2,5,3,10010
11672900,2,1,1,1,1,1,1,1,2,3,1,8,4,1,3,10010
11672950,3,1,2,1,1,1,1,1,3,3,1,5,3,1,3,100000
11672980,4,1,1,1,3,3,1,77,3,3,3,6,2,1,1,100000
11673190,3,1,3,3,1,1,1,1,3,3,1,1,1,1,3,70000
11673200,3,1,1,1,3,1,1,1,2,1,1,8,4,5,3,10010
11673220,1,2,1,1,1,2,2,3,3,2,1,4,2,5,3,10010
11673260,2,1,1,2,1,1,1,1,2,2,1,1,2,2,3,20000
11673340,4,1,1,1,1,1,1,1,2,1,2,2,4,1,3,90010
11673370,2,1,1,1,1,1,1,1,2,3,1,7,2,5,3,100000
11673380,3,2,1,2,2,3,2,2,3,3,1,5,3,1,2,10010
11673400,4,3,1,1,3,1,1,1,3,3,1,5,2,2,3,100000
11673410,2,1,1,3,1,1,3,1,2,3,1,8,3,1,2,100000
11673430,2,1,1,1,1,1,1,1,2,3,3,8,4,1,1,100000
11673480,3,3,1,3,2,3,3,77,2,2,3,6,4,1,1,10010
11673660,2,1,1,1,1,1,1,1,2,1,5,2,3,1,2,10010
11673710,3,2,1,2,1,3,1,1,2,2,3,8,2,1,1,70000
11673730,1,2,3,1,3,3,1,2,3,3,1,1,2,3,2,100000
11673790,3,2,1,1,1,1,1,1,2,1,3,2,3,1,1,100000
11673890,3,1,1,2,1,1,1,1,3,2,1,8,2,3,3,10010
11673910,1,2,3,1,2,1,2,3,2,2,3,8,3,1,1,10010
11673980,3,2,2,2,1,1,2,2,2,2,1,7,3,5,3,10010
11674030,3,3,1,1,3,1,2,2,2,2,1,7,3,5,3,10010
11674100,1,2,3,2,2,1,2,77,2,2,1,6,3,2,3,10010
11674180,2,1,1,1,1,1,1,1,2,3,1,6,3,3,3,100000
11674260,2,2,3,3,2,3,1,77,2,3,1,3,2,3,3,10010
11674270,4,3,1,2,3,1,2,3,3,2,1,3,3,1,3,10010
11674300,3,1,1,1,1,1,1,1,2,1,1,8,2,1,3,100000
11674350,3,1,2,1,1,1,1,1,3,1,2,2,3,1,2,100000
11674460,2,2,1,1,1,1,1,1,1,3,2,8,4,1,3,90010
11674550,2,1,1,3,1,1,1,1,2,3,1,1,4,2,3,50000
11674580,4,1,1,1,1,1,1,1,2,2,1,1,1,3,3,100000
11674630,1,2,1,1,3,1,2,2,2,3,1,8,3,1,3,10010
11674650,2,2,1,1,3,3,3,1,1,3,1,1,3,1,2,10010
11674670,1,3,2,2,1,1,2,2,2,2,4,4,2,1,3,10010
11674680,1,1,1,2,1,1,1,1,2,2,1,5,2,1,2,10010
11674720,3,2,1,1,1,1,2,1,2,3,1,5,3,1,3,100000
11674790,3,1,1,1,1,1,1,1,3,3,1,8,2,3,2,100000
11674800,1,2,1,2,1,1,2,3,1,2,1,7,3,2,3,10010
11674810,2,1,1,2,1,1,3,2,3,2,1,4,3,5,3,10010
11674820,2,1,1,1,1,1,1,1,3,1,1,6,2,1,3,100000
11674850,4,3,1,2,1,1,2,77,2,2,1,6,3,1,3,10010
11674890,2,3,1,1,3,1,3,1,3,3,1,4,2,1,3,10010
11674980,1,3,1,2,2,1,2,3,3,2,1,5,3,5,3,10010
11675010,2,1,1,2,1,1,1,1,2,1,1,4,3,5,3,100000
11675160,2,2,1,3,1,1,3,1,2,3,1,8,4,1,2,10010
11675290,1,2,1,2,2,3,2,1,2,2,1,8,4,1,3,10010
11675470,3,1,2,3,1,1,3,2,2,3,3,5,4,1,1,10010
11675600,4,2,1,1,1,1,1,1,2,1,5,4,3,1,2,10010
11675740,1,1,1,1,1,1,3,77,3,2,1,5,3,1,3,10010
11675780,1,3,1,2,1,1,2,77,3,2,1,6,3,1,3,10010
11675800,2,1,1,3,1,1,1,1,2,2,2,3,1,5,3,10010
11675860,1,2,3,2,2,2,2,1,2,2,1,1,2,4,3,10010
11675880,2,3,3,3,1,1,1,1,2,3,4,2,2,5,3,100000
11675890,3,3,1,3,3,1,3,1,2,3,1,8,3,1,1,100000
11675950,2,2,1,2,2,1,1,1,3,2,2,5,4,5,3,10010
11676010,2,1,1,1,1,1,1,1,3,1,1,2,4,2,3,50000
11676020,2,1,1,1,1,1,3,1,2,1,1,2,4,1,3,10010
11676100,3,3,2,2,3,1,2,77,2,2,1,7,4,1,3,10010
11676200,3,1,1,1,1,1,1,1,2,1,1,1,2,5,3,100000
11676300,3,3,1,3,1,1,2,3,3,3,1,4,3,5,3,10010
11676430,1,2,1,3,1,1,2,2,2,2,1,7,3,1,3,10010
11676510,1,1,1,3,1,1,1,1,2,3,1,1,2,1,3,100000
11676570,1,2,1,2,3,3,2,77,2,3,1,5,2,1,3,100000
11676650,4,1,1,1,1,1,1,1,2,1,1,3,2,1,2,100000
11676670,2,2,1,1,1,1,3,1,3,1,1,6,4,5,2,90010
11676680,2,1,3,1,1,1,1,1,2,3,2,4,3,4,2,10010
11676730,3,1,1,1,1,1,1,1,2,3,1,8,3,3,3,10010
11676790,2,3,3,3,3,3,1,1,2,3,2,5,4,1,3,10010
11676860,2,1,1,1,1,1,1,1,2,1,1,7,2,1,3,100000
11676920,3,3,1,3,1,1,3,1,2,2,1,6,2,2,1,10010
11676930,2,3,1,3,1,1,1,1,3,3,2,4,4,1,3,100000
11676960,4,1,1,1,1,1,1,1,2,3,1,8,4,1,3,10010
11677070,3,3,1,3,2,1,3,1,3,1,1,8,2,3,2,100000
11677390,2,1,2,1,1,1,1,1,2,1,1,7,3,2,3,100000
11677420,1,2,1,1,1,1,1,2,3,3,1,5,3,4,3,10010
11677580,2,2,3,3,3,1,3,2,3,3,1,3,1,5,3,10010
11677670,1,2,1,2,3,1,2,3,3,2,1,6,1,1,3,10010
11677700,2,3,1,1,3,1,3,1,3,3,1,3,2,5,3,10010
11677920,1,2,3,2,1,3,1,77,1,2,1,2,1,4,3,10010
11677950,3,1,1,1,1,1,2,2,3,1,1,8,3,1,3,100000
11677960,2,1,1,1,1,1,1,1,2,1,1,3,1,5,3,10010
11677970,4,2,1,1,3,1,1,1,3,1,1,1,2,5,3,90010
11678000,3,1,1,1,1,1,3,1,2,3,3,8,4,1,1,60000
11678110,1,3,1,2,2,1,2,77,2,2,1,5,4,1,3,10010
11678200,1,2,1,2,1,2,1,77,2,2,1,1,1,5,3,10010
11678230,1,2,1,2,2,3,1,77,1,2,1,2,1,3,3,10010
11678250,3,1,1,1,1,1,1,1,2,3,1,6,3,5,3,10010
11678270,2,3,1,3,2,1,1,2,3,1,2,3,3,1,3,10010
11678380,1,2,1,2,1,1,2,3,3,2,1,3,2,4,3,100000
11678410,1,2,1,2,3,3,2,2,1,3,1,3,1,5,3,10010
11678440,2,1,1,1,1,1,1,1,2,1,1,5,3,1,3,100000
11678500,2,3,1,3,3,3,3,2,2,2,1,8,4,5,2,50000
11678510,2,3,1,3,2,1,1,1,3,2,2,1,2,5,3,10010
11678600,3,1,1,3,1,1,1,1,3,3,2,1,1,3,1,10010
11678620,1,1,1,2,2,1,1,2,2,1,1,4,1,1,3,100000
11678650,2,1,1,1,1,1,1,1,2,1,1,1,2,5,3,100000
11678830,3,1,1,1,1,1,1,1,2,2,3,7,4,5,1,10010
11678870,1,2,2,2,1,1,2,3,1,2,1,4,2,5,3,10010
11678930,3,2,1,3,1,1,2,1,1,1,1,1,2,2,3,100000
11678990,1,3,1,1,1,1,3,77,2,3,1,7,4,1,3,10010
11679080,1,3,1,1,1,1,2,77,3,3,1,4,1,1,3,10010
11679100,1,3,1,3,2,3,2,77,2,3,1,6,2,1,3,10010
11679110,4,3,1,2,2,1,3,1,3,2,1,6,4,2,3,10010
11679150,1,2,3,1,3,1,2,77,2,2,1,4,3,1,3,10010
11679200,2,1,1,1,2,1,1,1,2,1,5,4,3,1,2,100000
11679260,2,1,1,1,1,1,3,1,3,2,1,8,3,5,3,10010
11679270,1,2,1,2,1,1,2,3,3,2,1,5,2,1,3,10010
11679400,2,2,1,1,3,1,1,1,3,3,1,1,1,4,3,100000
11679440,2,3,1,1,1,1,3,1,2,3,1,7,3,1,2,100000
11679470,1,2,3,2,2,1,2,3,2,1,1,5,4,1,1,10010
11679530,4,1,1,2,2,1,3,1,2,1,1,8,4,1,3,10010
11679640,2,3,2,2,2,1,3,1,3,2,1,4,1,5,3,10010
11679670,4,1,1,3,1,1,1,77,2,1,3,2,1,5,3,100000
11679810,2,1,1,2,1,1,1,1,2,3,1,2,2,5,3,100000
11679850,3,1,1,2,1,1,1,3,1,1,5,1,1,1,3,10010
11679860,2,3,1,1,1,1,1,1,2,1,1,6,3,1,3,100000
11679880,1,2,3,3,1,1,3,3,3,2,1,4,3,5,1,10010
11679920,2,1,1,1,1,1,1,1,3,1,3,7,2,1,3,10010
11679950,4,2,1,2,3,1,1,1,2,3,4,3,2,3,3,100000
11679990,2,3,1,2,1,1,1,1,2,1,1,1,3,1,2,100000
11680000,1,2,1,2,1,1,2,2,2,2,1,8,4,1,3,10010
11680020,1,2,1,3,2,3,3,2,2,2,3,4,1,1,1,10010
11680060,2,1,1,1,2,1,1,1,2,1,1,5,2,1,3,100000
11680340,2,3,1,1,3,3,1,1,2,2,1,1,4,5,3,10010
11680390,4,2,1,1,3,1,3,2,2,3,1,2,1,2,3,10010
11680450,3,1,3,1,1,1,1,1,2,1,1,8,4,1,3,100000
11680460,2,2,1,1,1,1,1,1,3,3,1,5,2,5,3,100000
11680530,1,2,2,2,2,2,2,77,2,2,1,6,2,1,3,10010
11680550,2,1,1,1,1,1,3,1,2,1,1,8,4,5,3,100000
11680580,2,1,1,1,1,1,1,1,3,1,1,3,2,1,1,90010
11680650,1,1,1,2,1,1,2,2,2,2,1,8,3,5,3,10010
11680660,2,1,1,1,1,1,1,1,2,3,1,7,4,3,3,100000
11680700,3,2,1,3,2,2,2,1,3,3,1,5,3,2,3,10010
11680810,1,2,3,2,2,1,3,2,3,2,5,1,1,5,1,10010
11680840,2,2,1,2,1,1,3,1,2,1,1,1,2,5,3,100000
11680880,1,2,1,1,1,1,2,77,2,2,1,3,3,2,3,10010
11680950,2,2,3,2,3,2,1,3,3,2,2,4,2,1,3,10010
11681000,3,1,1,2,1,1,1,1,2,1,1,6,3,1,3,10010
11681020,3,3,1,3,3,3,3,2,2,2,1,8,4,1,1,100000
11681030,2,2,3,3,1,1,1,1,2,3,1,2,2,3,3,50000
11681170,3,1,2,2,1,1,3,2,2,2,3,3,3,2,2,70000
11681280,4,3,3,2,2,1,1,1,3,3,2,4,4,1,2,10010
11681290,1,2,1,3,1,3,2,2,2,2,1,8,4,1,3,10010
11681440,1,2,3,2,2,1,1,1,2,3,1,3,3,1,3,100000
11681500,2,3,3,1,1,1,1,1,2,1,1,1,2,1,3,100000
11681510,2,1,1,1,1,1,1,1,2,1,1,4,3,1,3,100000
11681520,1,2,3,2,3,3,3,2,2,3,4,2,1,5,3,10010
11681560,3,1,1,1,3,1,1,1,3,2,1,1,3,1,2,100000
11681710,2,1,1,1,1,1,1,1,2,1,1,8,4,1,2,100000
11681750,3,1,1,3,1,1,1,1,2,1,1,4,3,1,1,100000
11681820,2,3,1,3,1,3,3,1,2,2,3,2,4,5,1,100000
11681940,1,2,1,2,2,1,2,77,2,2,3,8,4,1,1,10010
11682020,1,2,3,2,3,1,3,77,3,2,1,3,3,1,3,10010
11682040,1,2,3,2,1,2,3,2,2,2,1,5,4,1,3,10010
11682060,4,1,1,3,1,1,2,1,3,3,1,1,1,2,2,100000
11682070,2,3,1,3,1,1,3,1,2,3,1,4,2,5,3,10010
11682080,3,3,3,1,2,3,2,77,2,2,1,6,2,1,3,10010
11682150,4,3,1,1,1,1,1,1,3,3,4,2,1,1,3,10010
11682190,2,1,1,1,1,1,1,1,2,2,2,5,1,4,3,10010
11682210,3,2,1,2,1,1,2,77,3,3,1,5,4,5,3,10010
11682250,3,1,1,1,1,1,1,1,1,1,5,4,3,1,3,10010
11682350,2,1,1,1,1,1,1,1,2,2,1,5,4,1,3,10010
11682370,2,1,1,1,1,1,3,1,2,1,1,8,3,1,3,100000
11682440,3,3,1,1,3,2,3,2,3,3,1,8,2,1,3,10010
11682490,1,2,2,2,2,1,2,3,3,2,1,4,4,3,3,10010
11682560,1,2,1,2,2,1,3,1,1,2,1,4,2,3,3,10010
11682640,2,1,1,1,1,1,3,1,2,2,4,8,3,1,2,10010
11682670,2,3,1,1,1,1,1,1,2,2,1,1,1,5,3,90010
11682740,3,2,1,3,2,1,1,1,3,1,1,4,2,2,3,90010
11682810,2,3,1,1,1,1,1,1,3,1,3,3,3,1,1,10010
11682820,1,2,3,2,2,3,2,3,3,2,1,1,1,5,3,10010
11682860,1,2,1,3,3,3,3,3,2,2,3,6,2,5,1,60000
11682880,2,1,1,3,1,1,3,1,2,3,1,4,2,5,3,10010
11682890,2,2,1,1,1,1,1,1,2,3,1,2,3,5,3,90010
11682910,2,1,1,1,1,1,1,1,2,2,1,8,3,1,3,10010
11682940,2,1,1,1,1,1,1,1,2,3,1,8,3,1,3,100000
11683250,4,3,1,2,1,1,1,1,2,1,4,3,4,1,1,100000
11683260,1,2,2,2,1,1,2,2,2,2,1,4,2,5,3,10010
11683310,3,3,1,1,1,1,2,77,3,3,1,5,2,1,3,10010
11683330,1,1,1,2,2,3,1,1,2,2,1,1,1,3,1,10010
11683380,1,2,1,3,1,1,2,2,2,2,1,4,2,4,2,10010
11683540,3,1,1,1,1,1,1,1,2,3,3,8,4,5,2,100000
11683620,2,1,1,1,3,1,1,2,3,3,1,8,3,2,3,10010
11683650,2,1,1,3,1,1,1,77,3,2,2,4,2,1,3,10010
11683660,2,1,1,1,1,1,1,1,2,3,1,8,3,1,3,100000
11683740,1,2,1,2,1,3,3,77,2,2,1,1,2,5,3,10010
11683810,1,2,1,1,2,2,2,2,3,2,1,7,4,1,3,10010
11683920,1,2,1,2,2,2,2,77,3,3,1,1,1,1,3,100000
11684050,1,2,1,2,2,2,3,3,3,2,1,2,2,1,3,10010
11684150,3,1,1,2,1,1,2,1,2,1,1,6,3,1,3,100000
11684260,2,1,1,3,1,1,3,2,2,2,1,4,4,5,3,10010
11684280,2,1,1,1,1,1,1,1,2,3,1,2,2,5,3,100000
11684340,1,2,1,3,1,1,1,3,1,2,1,4,1,5,3,10010
11684350,3,3,1,1,1,1,3,77,3,3,1,2,2,5,3,100000
11684370,4,1,1,1,3,1,1,1,2,3,1,2,2,1,3,100000
11684400,1,2,2,2,1,1,2,3,3,2,5,5,2,5,3,10010
11684480,4,3,3,3,1,3,3,77,3,2,1,1,2,5,3,10010
11684570,3,1,1,1,1,1,1,1,3,2,2,8,4,1,1,10010
11684720,2,3,2,2,3,3,1,2,2,2,1,8,2,5,3,10010
11684750,3,3,1,1,3,1,1,1,2,2,3,5,3,1,1,80000
11684760,1,2,1,1,2,3,1,1,3,3,1,4,1,5,3,10010
11684840,3,2,2,2,3,2,2,2,1,3,1,2,1,5,1,10010
11685110,3,2,1,1,1,1,3,2,2,2,4,6,2,1,2,10010
11685130,4,2,1,1,1,1,1,77,3,2,2,3,1,5,3,10010
11685360,4,2,1,2,1,1,3,77,2,2,1,7,1,1,3,10010
11685430,2,1,1,1,1,1,1,1,2,3,1,2,3,1,3,100000
11685520,2,2,1,3,1,1,3,1,3,3,1,4,3,1,3,10010
11685600,4,3,1,2,2,1,3,1,2,2,1,7,4,1,1,10010
11685610,4,3,1,2,1,1,1,1,2,1,3,2,3,1,3,100000
11685640,3,2,1,3,3,3,1,77,3,1,1,1,1,3,3,100000
11685690,1,2,1,2,1,1,1,1,2,2,1,2,1,2,3,10010
11685760,3,2,3,2,3,3,3,1,2,2,1,1,1,4,1,10010
11685800,2,1,1,1,2,2,1,1,2,3,1,8,4,1,3,90010
11685810,1,3,3,3,1,1,3,2,2,2,1,6,4,5,3,10010
11685820,1,2,1,2,1,1,3,2,2,2,1,6,4,2,3,10010
11685840,3,2,1,2,1,1,2,3,2,2,1,8,3,1,3,10010
11685860,1,2,3,2,2,3,3,3,1,2,1,8,3,1,3,10010
11685870,2,1,1,1,1,1,1,1,2,1,1,1,3,3,3,100000
11685970,1,2,2,2,2,2,2,3,2,2,1,1,1,5,3,10010
11686080,1,2,1,2,1,1,1,1,2,3,1,6,3,3,3,10010
